"location","year","season","tmax_avg"
"liestal",2004,"Winter",59.4175824175824
"liestal",2004,"Spring",157.478260869565
"liestal",2004,"Summer",252.217391304348
"liestal",2004,"Fall",156.714285714286
"liestal",2005,"Winter",44.3777777777778
"liestal",2005,"Spring",164.445652173913
"liestal",2005,"Summer",253.760869565217
"liestal",2005,"Fall",162
"liestal",2006,"Winter",32.4
"liestal",2006,"Spring",149.25
"liestal",2006,"Summer",263.739130434783
"liestal",2006,"Fall",180.43956043956
"liestal",2007,"Winter",88.3222222222222
"liestal",2007,"Spring",191.565217391304
"liestal",2007,"Summer",244.239130434783
"liestal",2007,"Fall",146.186813186813
"liestal",2008,"Winter",77.4065934065934
"liestal",2008,"Spring",160.130434782609
"liestal",2008,"Summer",251.641304347826
"liestal",2008,"Fall",145.186813186813
"liestal",2009,"Winter",39.1555555555556
"liestal",2009,"Spring",176.554347826087
"liestal",2009,"Summer",259.217391304348
"liestal",2009,"Fall",164.186813186813
"liestal",2010,"Winter",41.6666666666667
"liestal",2010,"Spring",155.945652173913
"liestal",2010,"Summer",257.608695652174
"liestal",2010,"Fall",148.945054945055
"liestal",2011,"Winter",52.9444444444444
"liestal",2011,"Spring",200.489130434783
"liestal",2011,"Summer",256.467391304348
"liestal",2011,"Fall",170.395604395604
"liestal",2012,"Winter",61.6373626373626
"liestal",2012,"Spring",181.130434782609
"liestal",2012,"Summer",258.130434782609
"liestal",2012,"Fall",157.747252747253
"liestal",2013,"Winter",48.5888888888889
"liestal",2013,"Spring",137.173913043478
"liestal",2013,"Summer",267.347826086957
"liestal",2013,"Fall",156.901098901099
"liestal",2014,"Winter",79.8888888888889
"liestal",2014,"Spring",181.032608695652
"liestal",2014,"Summer",251.652173913043
"liestal",2014,"Fall",176.571428571429
"liestal",2015,"Winter",68.1935483870968
"liestal",2016,"Summer",268.016129032258
"liestal",2016,"Fall",159.131868131868
"liestal",2017,"Winter",51.9
"liestal",2017,"Spring",178.782608695652
"liestal",2017,"Summer",270.25
"liestal",2017,"Fall",158.10989010989
"liestal",2018,"Winter",63.2111111111111
"liestal",2018,"Spring",177.902173913043
"liestal",2018,"Summer",280.054347826087
"liestal",2018,"Fall",175.945054945055
"liestal",2019,"Winter",77.8555555555556
"liestal",2019,"Spring",160.804347826087
"liestal",2019,"Summer",275.673913043478
"liestal",2019,"Fall",165.43956043956
"liestal",2020,"Winter",92.8461538461538
"liestal",2020,"Spring",183.467391304348
"liestal",2020,"Summer",267.304347826087
"liestal",2020,"Fall",164.362637362637
"liestal",2021,"Winter",70.7888888888889
"liestal",2021,"Spring",149.108695652174
"liestal",2021,"Summer",247.445652173913
"liestal",2021,"Fall",158.637362637363
"liestal",2022,"Winter",67.6451612903226
"kyoto",1951,"Winter",91.7457627118644
"kyoto",1951,"Spring",188.782608695652
"kyoto",1951,"Summer",308.847826086957
"kyoto",1951,"Fall",228.725274725275
"kyoto",1952,"Winter",98.8901098901099
"kyoto",1952,"Spring",187.5
"kyoto",1952,"Summer",304.836956521739
"kyoto",1952,"Fall",233.637362637363
"kyoto",1953,"Winter",95.1888888888889
"kyoto",1953,"Spring",188.576086956522
"kyoto",1953,"Summer",295.29347826087
"kyoto",1953,"Fall",224.538461538462
"kyoto",1954,"Winter",112.088888888889
"kyoto",1954,"Spring",190.858695652174
"kyoto",1954,"Summer",286.586956521739
"kyoto",1954,"Fall",227.648351648352
"kyoto",1955,"Winter",102.833333333333
"kyoto",1955,"Spring",191.25
"kyoto",1955,"Summer",313.771739130435
"kyoto",1955,"Fall",224.043956043956
"kyoto",1956,"Winter",103.406593406593
"kyoto",1956,"Spring",182.336956521739
"kyoto",1956,"Summer",301.771739130435
"kyoto",1956,"Fall",223.175824175824
"kyoto",1957,"Winter",93.0222222222222
"kyoto",1957,"Spring",180.576086956522
"kyoto",1957,"Summer",295.576086956522
"kyoto",1957,"Fall",223.065934065934
"kyoto",1958,"Winter",104.544444444444
"kyoto",1958,"Spring",190.663043478261
"kyoto",1958,"Summer",306.79347826087
"kyoto",1958,"Fall",222.89010989011
"kyoto",1959,"Winter",111.511111111111
"kyoto",1959,"Spring",193.978260869565
"kyoto",1959,"Summer",307.967391304348
"kyoto",1959,"Fall",238.021978021978
"kyoto",1960,"Winter",112.406593406593
"kyoto",1960,"Spring",189.576086956522
"kyoto",1960,"Summer",309.260869565217
"kyoto",1960,"Fall",230.769230769231
"kyoto",1961,"Winter",93.9333333333333
"kyoto",1961,"Spring",199.445652173913
"kyoto",1961,"Summer",313.010869565217
"kyoto",1961,"Fall",244.912087912088
"kyoto",1962,"Winter",104.6
"kyoto",1962,"Spring",189.04347826087
"kyoto",1962,"Summer",300.54347826087
"kyoto",1962,"Fall",228.967032967033
"kyoto",1963,"Winter",86.5888888888889
"kyoto",1963,"Spring",186.478260869565
"kyoto",1963,"Summer",308.065217391304
"kyoto",1963,"Fall",216.505494505495
"kyoto",1964,"Winter",99.4395604395604
"kyoto",1964,"Spring",201.913043478261
"kyoto",1964,"Summer",313.184782608696
"kyoto",1964,"Fall",223.703296703297
"kyoto",1965,"Winter",99.2111111111111
"kyoto",1965,"Spring",172.413043478261
"kyoto",1965,"Summer",305.826086956522
"kyoto",1965,"Fall",224.153846153846
"kyoto",1966,"Winter",100.711111111111
"kyoto",1966,"Spring",186.29347826087
"kyoto",1966,"Summer",304.684782608696
"kyoto",1966,"Fall",229.043956043956
"kyoto",1967,"Winter",93.7
"kyoto",1967,"Spring",200.75
"kyoto",1967,"Summer",315.097826086957
"kyoto",1967,"Fall",228.153846153846
"kyoto",1968,"Winter",86.5604395604396
"kyoto",1968,"Spring",192.173913043478
"kyoto",1968,"Summer",298.586956521739
"kyoto",1968,"Fall",218.604395604396
"kyoto",1969,"Winter",107.322222222222
"kyoto",1969,"Spring",191.29347826087
"kyoto",1969,"Summer",304.010869565217
"kyoto",1969,"Fall",228.164835164835
"kyoto",1970,"Winter",99.7666666666667
"kyoto",1970,"Spring",177.086956521739
"kyoto",1970,"Summer",296.684782608696
"kyoto",1970,"Fall",227.076923076923
"kyoto",1971,"Winter",96.6555555555556
"kyoto",1971,"Spring",188.728260869565
"kyoto",1971,"Summer",301.608695652174
"kyoto",1971,"Fall",219.241758241758
"kyoto",1972,"Winter",111.395604395604
"kyoto",1972,"Spring",194.282608695652
"kyoto",1972,"Summer",307.934782608696
"kyoto",1972,"Fall",229.054945054945
"kyoto",1973,"Winter",112.677777777778
"kyoto",1973,"Spring",196
"kyoto",1973,"Summer",314.413043478261
"kyoto",1973,"Fall",213.21978021978
"kyoto",1974,"Winter",85.6333333333333
"kyoto",1974,"Spring",190.423913043478
"kyoto",1974,"Summer",301.760869565217
"kyoto",1974,"Fall",214.197802197802
"kyoto",1975,"Winter",88.5222222222222
"kyoto",1975,"Spring",184.086956521739
"kyoto",1975,"Summer",303.25
"kyoto",1975,"Fall",230.285714285714
"kyoto",1976,"Winter",101.417582417582
"kyoto",1976,"Spring",182.79347826087
"kyoto",1976,"Summer",293.54347826087
"kyoto",1976,"Fall",209.373626373626
"kyoto",1977,"Winter",85.3666666666667
"kyoto",1977,"Spring",194.608695652174
"kyoto",1977,"Summer",298.989130434783
"kyoto",1977,"Fall",240.868131868132
"kyoto",1978,"Winter",98.5222222222222
"kyoto",1978,"Spring",190.521739130435
"kyoto",1978,"Summer",325.151162790698
"kyoto",1978,"Fall",225.714285714286
"kyoto",1979,"Winter",118.633333333333
"kyoto",1979,"Spring",184.869565217391
"kyoto",1979,"Summer",309.260869565217
"kyoto",1979,"Fall",232.472527472527
"kyoto",1980,"Winter",97.8131868131868
"kyoto",1980,"Spring",183.619565217391
"kyoto",1980,"Summer",288.173913043478
"kyoto",1980,"Fall",220.791208791209
"kyoto",1981,"Winter",81.4111111111111
"kyoto",1981,"Spring",187.021739130435
"kyoto",1981,"Summer",303.95652173913
"kyoto",1981,"Fall",205.32967032967
"kyoto",1982,"Winter",92.8777777777778
"kyoto",1982,"Spring",198.347826086957
"kyoto",1982,"Summer",290.282608695652
"kyoto",1982,"Fall",221.615384615385
"kyoto",1983,"Winter",100.444444444444
"kyoto",1983,"Spring",199
"kyoto",1983,"Summer",304.184782608696
"kyoto",1983,"Fall",219.472527472527
"kyoto",1984,"Winter",74.6263736263736
"kyoto",1984,"Spring",175.032608695652
"kyoto",1984,"Summer",312.369565217391
"kyoto",1984,"Fall",224.692307692308
"kyoto",1985,"Winter",92.7666666666667
"kyoto",1985,"Spring",195.597826086957
"kyoto",1985,"Summer",310.097826086957
"kyoto",1985,"Fall",227.054945054945
"kyoto",1986,"Winter",80.5666666666667
"kyoto",1986,"Spring",185.336956521739
"kyoto",1986,"Summer",303.684782608696
"kyoto",1986,"Fall",221.142857142857
"kyoto",1987,"Winter",104.744444444444
"kyoto",1987,"Spring",188.967391304348
"kyoto",1987,"Summer",313.20652173913
"kyoto",1987,"Fall",231.43956043956
"kyoto",1988,"Winter",102.934065934066
"kyoto",1988,"Spring",183.619565217391
"kyoto",1988,"Summer",295.880434782609
"kyoto",1988,"Fall",216.868131868132
"kyoto",1989,"Winter",105.622222222222
"kyoto",1989,"Spring",189.152173913043
"kyoto",1989,"Summer",295.652173913043
"kyoto",1989,"Fall",227.593406593407
"kyoto",1990,"Winter",104.616279069767
"kyoto",1990,"Spring",194.720930232558
"kyoto",1990,"Summer",321.267441860465
"kyoto",1990,"Fall",236.280487804878
"kyoto",1991,"Winter",98.1428571428571
"kyoto",1991,"Spring",192.819277108434
"kyoto",1991,"Summer",304.964705882353
"kyoto",1991,"Fall",228.597701149425
"kyoto",1992,"Winter",107.397435897436
"kyoto",1992,"Spring",187.402298850575
"kyoto",1992,"Summer",301.228915662651
"kyoto",1992,"Fall",225.746987951807
"kyoto",1993,"Winter",105.780821917808
"kyoto",1993,"Spring",186.044444444444
"kyoto",1993,"Summer",286.089887640449
"kyoto",1993,"Fall",219.561797752809
"kyoto",1994,"Winter",98.5340909090909
"kyoto",1994,"Spring",196.494505494505
"kyoto",1994,"Summer",330.511363636364
"kyoto",1994,"Fall",244.636363636364
"kyoto",1995,"Winter",100.441860465116
"kyoto",1995,"Spring",185.808219178082
"kyoto",1995,"Summer",308.035714285714
"kyoto",1995,"Fall",226.910256410256
"kyoto",1996,"Winter",89.8271604938272
"kyoto",1996,"Spring",181.433333333333
"kyoto",1996,"Summer",310.719101123596
"kyoto",1996,"Fall",218.5
"kyoto",1997,"Winter",102.704545454545
"kyoto",1997,"Spring",197.58024691358
"kyoto",1997,"Summer",308.536585365854
"kyoto",1997,"Fall",232.697674418605
"kyoto",1998,"Winter",109.860759493671
"kyoto",1998,"Spring",215.070588235294
"kyoto",1998,"Summer",311.068181818182
"kyoto",1998,"Fall",236.244186046512
"kyoto",1999,"Winter",108.470588235294
"kyoto",1999,"Spring",198.960526315789
"kyoto",1999,"Summer",304.471264367816
"kyoto",1999,"Fall",240.988505747126
"kyoto",2000,"Winter",98.9764705882353
"kyoto",2000,"Spring",192.906976744186
"kyoto",2000,"Summer",321.465909090909
"kyoto",2000,"Fall",232.940476190476
"kyoto",2001,"Winter",98.9285714285714
"kyoto",2001,"Spring",199.902173913043
"kyoto",2001,"Summer",321.666666666667
"kyoto",2001,"Fall",201.683333333333
"kyoto",2002,"Winter",106.863636363636
"kyoto",2002,"Spring",209.296296296296
"kyoto",2002,"Summer",317.604651162791
"kyoto",2002,"Fall",221.597701149425
"kyoto",2003,"Winter",96.9302325581395
"kyoto",2003,"Spring",191.511363636364
"kyoto",2003,"Summer",295.426966292135
"kyoto",2003,"Fall",235.465909090909
"kyoto",2004,"Winter",108.311111111111
"kyoto",2004,"Spring",205.511111111111
"kyoto",2004,"Summer",319.780487804878
"kyoto",2004,"Fall",235.089887640449
"kyoto",2005,"Winter",132.25
"kyoto",2006,"Winter",91.6428571428571
"kyoto",2006,"Spring",179.48275862069
"kyoto",2006,"Summer",314.511111111111
"kyoto",2006,"Fall",237.411111111111
"kyoto",2007,"Winter",115.697674418605
"kyoto",2007,"Spring",193.836956521739
"kyoto",2007,"Summer",309.931034482759
"kyoto",2007,"Fall",239.725274725275
"kyoto",2008,"Winter",97.4831460674157
"kyoto",2008,"Spring",199.747252747253
"kyoto",2008,"Summer",314.076086956522
"kyoto",2008,"Fall",231.550561797753
"kyoto",2009,"Winter",110.563218390805
"kyoto",2009,"Spring",198.426966292135
"kyoto",2009,"Summer",307.786516853933
"kyoto",2009,"Fall",230.898876404494
"kyoto",2010,"Winter",107.620689655172
"kyoto",2010,"Spring",183.104651162791
"kyoto",2010,"Summer",322.943820224719
"kyoto",2010,"Fall",239.936708860759
"kyoto",2011,"Winter",105.487804878049
"kyoto",2011,"Spring",185.898876404494
"kyoto",2011,"Summer",316.098901098901
"kyoto",2011,"Fall",240.186046511628
"kyoto",2012,"Winter",90.9555555555555
"kyoto",2012,"Spring",202.108108108108
"kyoto",2012,"Summer",314.477272727273
"kyoto",2012,"Fall",237.688311688312
"kyoto",2013,"Winter",84.0379746835443
"kyoto",2013,"Spring",202.344444444444
"kyoto",2013,"Summer",327.920454545455
"kyoto",2013,"Fall",233.879120879121
"kyoto",2014,"Winter",96.1149425287356
"kyoto",2014,"Spring",203.857142857143
"kyoto",2014,"Summer",314.153846153846
"kyoto",2014,"Fall",234.186813186813
"kyoto",2015,"Winter",91.6
"kyoto",2015,"Spring",210.241758241758
"kyoto",2015,"Summer",310.483146067416
"kyoto",2015,"Fall",232.651685393258
"kyoto",2016,"Winter",116.275862068966
"kyoto",2016,"Spring",214.393258426966
"kyoto",2016,"Summer",321.211111111111
"kyoto",2016,"Fall",236.522222222222
"kyoto",2017,"Winter",104.258426966292
"kyoto",2017,"Spring",203.78021978022
"kyoto",2017,"Summer",316.433333333333
"kyoto",2017,"Fall",220.885057471264
"kyoto",2018,"Winter",90.6629213483146
"kyoto",2018,"Spring",216.159090909091
"kyoto",2018,"Summer",330.561797752809
"kyoto",2018,"Fall",230.32183908046
"kyoto",2019,"Winter",107.431818181818
"kyoto",2019,"Spring",204.472527472527
"kyoto",2019,"Summer",312.954022988506
"kyoto",2019,"Fall",242.147727272727
"kyoto",2020,"Winter",116.681818181818
"kyoto",2020,"Spring",198.086419753086
"kyoto",2020,"Summer",320.790697674419
"kyoto",2020,"Fall",238.460674157303
"kyoto",2021,"Winter",112.384615384615
"kyoto",2021,"Spring",208.786516853933
"kyoto",2021,"Summer",315.078651685393
"kyoto",2021,"Fall",239.544444444444
"kyoto",2022,"Winter",99.4193548387097
"vancouver",1957,"Winter",46.6666666666667
"vancouver",1957,"Summer",210.629032258065
"vancouver",1957,"Fall",148.989010989011
"vancouver",1958,"Winter",91.9
"vancouver",1958,"Spring",149.336956521739
"vancouver",1958,"Summer",238.478260869565
"vancouver",1958,"Fall",141.824175824176
"vancouver",1959,"Winter",74.752808988764
"vancouver",1959,"Spring",97.8064516129032
"vancouver",1977,"Summer",225.333333333333
"vancouver",1977,"Fall",134.225352112676
"vancouver",1978,"Winter",74.0579710144928
"vancouver",1978,"Spring",130.952380952381
"vancouver",1978,"Summer",222.463768115942
"vancouver",1978,"Fall",134.307692307692
"vancouver",1979,"Winter",57.5342465753425
"vancouver",1979,"Spring",142.31884057971
"vancouver",1979,"Summer",217.692307692308
"vancouver",1979,"Fall",142.666666666667
"vancouver",1980,"Winter",73.0263157894737
"vancouver",1980,"Spring",131.714285714286
"vancouver",1980,"Summer",200.714285714286
"vancouver",1980,"Fall",146.056338028169
"vancouver",1981,"Winter",86.875
"vancouver",1981,"Spring",135.909090909091
"vancouver",1981,"Summer",209.242424242424
"vancouver",1981,"Fall",145.084745762712
"vancouver",1982,"Winter",65.2181818181818
"vancouver",1982,"Spring",124.42
"vancouver",1982,"Summer",216.745098039216
"vancouver",1982,"Fall",138.59649122807
"vancouver",1983,"Winter",88.2459016393443
"vancouver",1983,"Spring",149.921568627451
"vancouver",1983,"Summer",212.352941176471
"vancouver",1983,"Fall",140.9375
"vancouver",1984,"Winter",74.6545454545455
"vancouver",1984,"Spring",137.927272727273
"vancouver",1984,"Summer",209.690909090909
"vancouver",1984,"Fall",137.08064516129
"vancouver",1985,"Winter",55.2592592592593
"vancouver",1985,"Spring",130.259259259259
"vancouver",1985,"Summer",228.254237288136
"vancouver",1985,"Fall",120.27868852459
"vancouver",1986,"Winter",70.6428571428571
"vancouver",1986,"Spring",136.185185185185
"vancouver",1986,"Summer",215.943396226415
"vancouver",1986,"Fall",148.8
"vancouver",1987,"Winter",85.9259259259259
"vancouver",1987,"Spring",149.307692307692
"vancouver",1987,"Summer",217.01724137931
"vancouver",1987,"Fall",161.854838709677
"vancouver",1988,"Winter",77.6981132075472
"vancouver",1988,"Spring",137.396226415094
"vancouver",1988,"Summer",221.357142857143
"vancouver",1988,"Fall",145.7
"vancouver",1989,"Winter",74.7708333333333
"vancouver",1989,"Spring",141
"vancouver",1989,"Summer",217.166666666667
"vancouver",1989,"Fall",149.396551724138
"vancouver",1990,"Winter",76.1578947368421
"vancouver",1990,"Spring",142.134615384615
"vancouver",1990,"Summer",224.686274509804
"vancouver",1990,"Fall",150.508771929825
"vancouver",1991,"Winter",73.4464285714286
"vancouver",1991,"Spring",132.132075471698
"vancouver",1991,"Summer",215.709090909091
"vancouver",1991,"Fall",144.020408163265
"vancouver",1992,"Winter",94.2075471698113
"vancouver",1992,"Spring",156.352941176471
"vancouver",1992,"Summer",228.244897959184
"vancouver",1992,"Fall",145.711538461538
"vancouver",1993,"Winter",61.7058823529412
"vancouver",1993,"Spring",154.905660377358
"vancouver",1993,"Summer",206.055555555556
"vancouver",1993,"Fall",148.719298245614
"vancouver",1994,"Winter",80.6727272727273
"vancouver",1994,"Spring",149.865384615385
"vancouver",1994,"Summer",224.824561403509
"vancouver",1994,"Fall",147.145454545455
"vancouver",1995,"Winter",85.3888888888889
"vancouver",1995,"Spring",153.37037037037
"vancouver",1995,"Summer",217.555555555556
"vancouver",1995,"Fall",157.877192982456
"vancouver",1996,"Winter",80.0727272727273
"vancouver",1996,"Spring",138.185185185185
"vancouver",1996,"Summer",220.458333333333
"vancouver",1996,"Fall",133.517857142857
"vancouver",1997,"Winter",67.4255319148936
"vancouver",1997,"Spring",140.176470588235
"vancouver",1997,"Summer",219.12
"vancouver",1997,"Fall",152.30612244898
"vancouver",1998,"Winter",87.7636363636364
"vancouver",1998,"Spring",146.304347826087
"vancouver",1998,"Summer",230.68085106383
"vancouver",1998,"Fall",157.160714285714
"vancouver",1999,"Winter",78.52
"vancouver",1999,"Spring",132.272727272727
"vancouver",1999,"Summer",214.229166666667
"vancouver",1999,"Fall",144.688524590164
"vancouver",2000,"Winter",80.2142857142857
"vancouver",2000,"Spring",134.313725490196
"vancouver",2000,"Summer",210.425531914894
"vancouver",2000,"Fall",143.547169811321
"vancouver",2001,"Winter",78
"vancouver",2001,"Spring",135.877551020408
"vancouver",2001,"Summer",212.403846153846
"vancouver",2001,"Fall",153.979591836735
"vancouver",2002,"Winter",77.2142857142857
"vancouver",2002,"Spring",123.017857142857
"vancouver",2002,"Summer",221.961538461538
"vancouver",2002,"Fall",151.365384615385
"vancouver",2003,"Winter",88.9411764705882
"vancouver",2003,"Spring",137.12
"vancouver",2003,"Summer",232.660377358491
"vancouver",2003,"Fall",151.509090909091
"vancouver",2004,"Winter",81.5090909090909
"vancouver",2004,"Spring",155
"vancouver",2004,"Summer",240.04
"vancouver",2004,"Fall",142.293103448276
"vancouver",2005,"Winter",83.1333333333333
"vancouver",2006,"Winter",85.4848484848485
"vancouver",2006,"Spring",141.957446808511
"vancouver",2006,"Summer",221.74
"vancouver",2006,"Fall",145.759259259259
"vancouver",2007,"Winter",78.4888888888889
"vancouver",2007,"Spring",136.738095238095
"vancouver",2007,"Summer",219.916666666667
"vancouver",2007,"Fall",139.614035087719
"vancouver",2008,"Winter",71.34
"vancouver",2008,"Spring",129.770833333333
"vancouver",2008,"Summer",221.369565217391
"vancouver",2008,"Fall",151.490566037736
"vancouver",2009,"Winter",55.2678571428571
"vancouver",2009,"Spring",133.959183673469
"vancouver",2009,"Summer",236.0625
"vancouver",2009,"Fall",142
"vancouver",2010,"Winter",88.4
"vancouver",2010,"Spring",138.769230769231
"vancouver",2010,"Summer",216.943396226415
"vancouver",2010,"Fall",140.387755102041
"vancouver",2011,"Winter",74.4509803921569
"vancouver",2011,"Spring",118.918367346939
"vancouver",2011,"Summer",212.25
"vancouver",2011,"Fall",145.678571428571
"vancouver",2012,"Winter",75.3191489361702
"vancouver",2012,"Spring",129.294117647059
"vancouver",2012,"Summer",216.6
"vancouver",2012,"Fall",151.018181818182
"vancouver",2013,"Winter",70.7727272727273
"vancouver",2013,"Spring",140.34
"vancouver",2013,"Summer",222.736842105263
"vancouver",2013,"Fall",133.329545454545
"vancouver",2014,"Winter",56.8295454545455
"vancouver",2014,"Spring",137.098901098901
"vancouver",2014,"Summer",220.70652173913
"vancouver",2014,"Fall",150.274725274725
"vancouver",2015,"Winter",88.0444444444445
"vancouver",2015,"Spring",146.728260869565
"vancouver",2015,"Summer",227.898876404494
"vancouver",2015,"Fall",137.197802197802
"vancouver",2016,"Winter",83.9777777777778
"vancouver",2016,"Spring",152.608695652174
"vancouver",2016,"Summer",215.131868131868
"vancouver",2016,"Fall",144.791208791209
"vancouver",2017,"Winter",49.9195402298851
"vancouver",2017,"Spring",131.204545454545
"vancouver",2017,"Summer",219.423913043478
"vancouver",2017,"Fall",144.534090909091
"vancouver",2018,"Winter",62.7444444444444
"vancouver",2018,"Spring",137.880434782609
"vancouver",2018,"Summer",222.75
"vancouver",2018,"Fall",141.802197802198
"vancouver",2019,"Winter",65.5555555555556
"vancouver",2019,"Spring",140.25
"vancouver",2019,"Summer",223.445652173913
"vancouver",2019,"Fall",135.593406593407
"vancouver",2020,"Winter",73.3516483516484
"vancouver",2020,"Spring",136.786516853933
"vancouver",2020,"Summer",210.032608695652
"vancouver",2020,"Fall",142.611111111111
"vancouver",2021,"Winter",73.734375
"vancouver",2021,"Spring",133.032967032967
"vancouver",2021,"Summer",231.9
"vancouver",2021,"Fall",137.688888888889
"vancouver",2022,"Winter",52.1129032258064
